Block,Seq,Start,End,Strand
57,NZ_CP009325.1,2116574,2110650,-
57,NZ_CP019588.1,3096046,3101970,+
57,NZ_CP009544.1,1779248,1773324,-
57,NZ_CP012730.1,3096042,3101966,+
57,NZ_CP012724.1,3096039,3101963,+
57,NZ_CP009331.1,3581101,3575177,-
57,NZ_CP009598.1,1768410,1762486,-
57,NC_012659.1,3095375,3101299,+
57,NZ_CP047107.1,3891761,3885837,-
57,NZ_CP018903.1,3095537,3101461,+
57,NZ_CP012727.1,3096038,3101962,+
57,NZ_CP047131.1,3081988,3087912,+
57,NZ_CP014179.1,3095475,3101399,+
57,NZ_CP009981.1,1396131,1390207,-
57,NZ_CP023001.1,861084,867008,+
57,NZ_CP012721.1,3096039,3101963,+
57,NZ_CP010852.1,3350231,3356155,+
57,NZ_CP031642.1,3165304,3171243,+
57,NC_012581.1,1143282,1137358,-
57,NZ_CP029805.1,3095689,3101613,+
57,NZ_CP010322.1,812478,818402,+
57,NZ_CP031643.1,3124752,3130856,+
57,NZ_CP047111.1,5005013,4999089,-
57,NZ_CP007618.1,926206,920282,-
57,NZ_CP001970.2,3096260,3102184,+
57,NZ_CP006742.1,3080925,3086848,+
57,NZ_CP009902.1,3996555,3990631,-
57,NZ_CP001974.2,3096211,3102135,+
57,NZ_CP022044.1,667523,673447,+
57,NZ_CP008854.1,3094833,3100758,+
57,NZ_CP009464.1,3229902,3223978,-
57,NZ_CP047097.1,2245555,2251479,+
57,NZ_CP007666.1,1968598,1974522,+
57,NZ_CP008846.1,3082379,3088302,+
57,NZ_CP009341.1,394939,400824,+
57,NZ_CP012728.1,3096025,3101949,+
57,NZ_CP015779.1,3095348,3101272,+
57,NZ_AP018443.1,3086275,3092199,+
57,NZ_CP012725.1,3096039,3101963,+
57,NZ_CP012729.1,3096035,3101959,+
57,NC_007530.2,3095475,3101399,+
57,NZ_CP047099.1,3472977,3478901,+
57,NZ_CP009700.1,4492859,4486936,-
57,NZ_CP001974.1,3095477,3101402,+
57,NC_017729.1,3085943,3091867,+
57,NZ_CP012720.1,3096039,3101963,+
57,NZ_CP012726.1,3096006,3101930,+
57,NC_003997.3,3095347,3101271,+
57,NZ_CP009541.1,4757768,4751844,-
57,NZ_CP012723.1,3096039,3101963,+
57,NZ_CP029323.1,3082280,3088204,+
57,NZ_CP008853.1,3095243,3101167,+
57,NZ_CP009476.1,4894128,4888204,-
57,NZ_CP012722.1,3096039,3101963,+
57,NC_005945.1,3096041,3101965,+
57,NZ_CP047104.1,854117,860041,+
57,NZ_CP001970.1,3095988,3101912,+
56,NZ_CP009697.1,1077361,1088172,+
56,NZ_CP009328.1,1877773,1888584,+
56,NZ_CP009315.1,4889624,4900434,+
56,NZ_AP019731.1,1980579,1991390,+
56,NZ_AP014833.1,2384813,2374002,-
56,NZ_CP047098.1,4534836,4524025,-
56,NZ_CP009325.1,2127463,2116652,-
56,NZ_CP019588.1,3085157,3095968,+
56,NZ_CP009544.1,1790137,1779326,-
56,NZ_CP012730.1,3085153,3095964,+
56,NZ_CP012724.1,3085150,3095961,+
56,NZ_CP009331.1,3591990,3581179,-
56,NZ_CP009598.1,1779299,1768488,-
56,NC_012659.1,3084486,3095297,+
56,NZ_CP047107.1,3902650,3891839,-
56,NZ_CP018903.1,3084648,3095459,+
56,NZ_CP012727.1,3085149,3095960,+
56,NZ_CP047131.1,3071099,3081910,+
56,NZ_CP014179.1,3084586,3095397,+
56,NZ_CP009981.1,1407020,1396209,-
56,NZ_CP023001.1,850195,861006,+
56,NZ_CP012721.1,3085150,3095961,+
56,NZ_CP010852.1,3339342,3350153,+
56,NZ_CP031642.1,3151445,3163311,+
56,NC_012581.1,1154171,1143360,-
56,NZ_CP029805.1,3084800,3095611,+
56,NZ_CP010322.1,801589,812400,+
56,NZ_CP031643.1,3113857,3124674,+
56,NZ_CP047111.1,5015902,5005091,-
56,NZ_CP007618.1,937095,926284,-
56,NZ_CP001970.2,3085371,3096182,+
56,NZ_CP006742.1,3070036,3080847,+
56,NZ_CP009902.1,4007444,3996633,-
56,NZ_CP001974.2,3085322,3096133,+
56,NZ_CP022044.1,656634,667445,+
56,NZ_CP008854.1,3083949,3094755,+
56,NZ_CP009464.1,3240791,3229980,-
56,NZ_CP047097.1,2234666,2245477,+
56,NZ_CP007666.1,1957709,1968520,+
56,NZ_CP008846.1,3071490,3082301,+
56,NZ_CP009341.1,384050,394861,+
56,NZ_CP012728.1,3085136,3095947,+
56,NZ_CP015779.1,3084459,3095270,+
56,NZ_AP018443.1,3075386,3086197,+
56,NZ_CP012725.1,3085150,3095961,+
56,NZ_CP012729.1,3085146,3095957,+
56,NC_007530.2,3084586,3095397,+
56,NZ_CP047099.1,3462088,3472899,+
56,NZ_CP009700.1,4503748,4492937,-
56,NZ_CP001974.1,3084589,3095399,+
56,NC_017729.1,3075054,3085865,+
56,NZ_CP012720.1,3085150,3095961,+
56,NZ_CP012726.1,3085117,3095928,+
56,NC_003997.3,3084458,3095269,+
56,NZ_CP009541.1,4768656,4757846,-
56,NZ_CP012723.1,3085150,3095961,+
56,NZ_CP029323.1,3071391,3082202,+
56,NZ_CP008853.1,3084355,3095165,+
56,NZ_CP009476.1,4905016,4894206,-
56,NZ_CP012722.1,3085150,3095961,+
56,NC_005945.1,3085152,3095963,+
56,NZ_CP047104.1,843228,854039,+
56,NZ_CP001970.1,3085099,3095910,+
55,NZ_CP009697.1,1064700,1070058,+
55,NZ_CP009328.1,1865113,1870470,+
55,NZ_CP009315.1,4876964,4882321,+
55,NZ_AP019731.1,1967918,1973276,+
55,NZ_AP014833.1,2397299,2391942,-
55,NZ_CP047098.1,4547496,4542139,-
55,NZ_CP009325.1,2140123,2134766,-
55,NZ_CP019588.1,3072497,3077854,+
55,NZ_CP009544.1,1802797,1797440,-
55,NZ_CP012730.1,3072493,3077850,+
55,NZ_CP012724.1,3072490,3077847,+
55,NZ_CP009331.1,3604650,3599293,-
55,NZ_CP009598.1,1791959,1786602,-
55,NC_012659.1,3071826,3077183,+
55,NZ_CP047107.1,3915310,3909953,-
55,NZ_CP018903.1,3071987,3077345,+
55,NZ_CP012727.1,3072489,3077846,+
55,NZ_CP047131.1,3058438,3063796,+
55,NZ_CP014179.1,3071926,3077283,+
55,NZ_CP009981.1,1419680,1414323,-
55,NZ_CP023001.1,837535,842892,+
55,NZ_CP012721.1,3072490,3077847,+
55,NZ_CP010852.1,3326682,3332039,+
55,NZ_CP031642.1,3138781,3144139,+
55,NC_012581.1,1166831,1161474,-
55,NZ_CP029805.1,3072140,3077497,+
55,NZ_CP010322.1,788929,794286,+
55,NZ_CP031643.1,3103908,3109264,+
55,NZ_CP047111.1,5028562,5023205,-
55,NZ_CP007618.1,949754,944396,-
55,NZ_CP001970.2,3072711,3078068,+
55,NZ_CP006742.1,3057375,3062733,+
55,NZ_CP009902.1,4020103,4014745,-
55,NZ_CP001974.2,3072662,3078019,+
55,NZ_CP022044.1,643974,649331,+
55,NZ_CP008854.1,3071292,3076649,+
55,NZ_CP009464.1,3253451,3248094,-
55,NZ_CP047097.1,2222006,2227363,+
55,NZ_CP007666.1,1945049,1950406,+
55,NZ_CP008846.1,3058829,3064187,+
55,NZ_CP009341.1,371390,376747,+
55,NZ_CP012728.1,3072476,3077833,+
55,NZ_CP015779.1,3071799,3077156,+
55,NZ_AP018443.1,3062726,3068083,+
55,NZ_CP012725.1,3072490,3077847,+
55,NZ_CP012729.1,3072486,3077843,+
55,NC_007530.2,3071926,3077283,+
55,NZ_CP047099.1,3449428,3454785,+
55,NZ_CP009700.1,4516409,4511051,-
55,NZ_CP001974.1,3071929,3077286,+
55,NC_017729.1,3062395,3067751,+
55,NZ_CP012720.1,3072490,3077847,+
55,NZ_CP012726.1,3072457,3077814,+
55,NC_003997.3,3071798,3077155,+
55,NZ_CP009541.1,4781316,4775959,-
55,NZ_CP012723.1,3072490,3077847,+
55,NZ_CP029323.1,3058730,3064088,+
55,NZ_CP008853.1,3071695,3077053,+
55,NZ_CP009476.1,4917679,4912322,-
55,NZ_CP012722.1,3072490,3077847,+
55,NC_005945.1,3072492,3077849,+
55,NZ_CP047104.1,830568,835925,+
55,NZ_CP001970.1,3072439,3077796,+
54,NZ_CP009697.1,1055498,1064516,+
54,NZ_CP009328.1,1855911,1864929,+
54,NZ_CP009315.1,4867762,4876780,+
54,NZ_AP019731.1,1958716,1967734,+
54,NZ_AP014833.1,2406501,2397483,-
54,NZ_CP047098.1,4556698,4547680,-
54,NZ_CP009325.1,2149325,2140307,-
54,NZ_CP019588.1,3063295,3072313,+
54,NZ_CP009544.1,1811999,1802981,-
54,NZ_CP012730.1,3063291,3072309,+
54,NZ_CP012724.1,3063288,3072306,+
54,NZ_CP009331.1,3613852,3604834,-
54,NZ_CP009598.1,1801161,1792143,-
54,NC_012659.1,3062624,3071642,+
54,NZ_CP047107.1,3924512,3915494,-
54,NZ_CP018903.1,3062785,3071803,+
54,NZ_CP012727.1,3063287,3072305,+
54,NZ_CP047131.1,3049236,3058254,+
54,NZ_CP014179.1,3062724,3071742,+
54,NZ_CP009981.1,1428882,1419864,-
54,NZ_CP023001.1,828334,837352,+
54,NZ_CP012721.1,3063288,3072306,+
54,NZ_CP010852.1,3317480,3326498,+
54,NZ_CP031642.1,3128865,3137862,+
54,NC_012581.1,1176033,1167015,-
54,NZ_CP029805.1,3062938,3071956,+
54,NZ_CP010322.1,779727,788745,+
54,NZ_CP031643.1,3094005,3102983,+
54,NZ_CP047111.1,5037764,5028746,-
54,NZ_CP007618.1,958957,949938,-
54,NZ_CP001970.2,3063509,3072527,+
54,NZ_CP006742.1,3048173,3057191,+
54,NZ_CP009902.1,4029306,4020287,-
54,NZ_CP001974.2,3063460,3072478,+
54,NZ_CP022044.1,634772,643790,+
54,NZ_CP008854.1,3062091,3071108,+
54,NZ_CP009464.1,3262653,3253635,-
54,NZ_CP047097.1,2212804,2221822,+
54,NZ_CP007666.1,1935847,1944865,+
54,NZ_CP008846.1,3049627,3058645,+
54,NZ_CP009341.1,362188,371206,+
54,NZ_CP012728.1,3063274,3072292,+
54,NZ_CP015779.1,3062597,3071615,+
54,NZ_AP018443.1,3053524,3062542,+
54,NZ_CP012725.1,3063288,3072306,+
54,NZ_CP012729.1,3063284,3072302,+
54,NC_007530.2,3062724,3071742,+
54,NZ_CP047099.1,3440226,3449244,+
54,NZ_CP009700.1,4525611,4516593,-
54,NZ_CP001974.1,3062728,3071745,+
54,NC_017729.1,3053193,3062211,+
54,NZ_CP012720.1,3063288,3072306,+
54,NZ_CP012726.1,3063255,3072273,+
54,NC_003997.3,3062596,3071614,+
54,NZ_CP009541.1,4790518,4781500,-
54,NZ_CP012723.1,3063288,3072306,+
54,NZ_CP029323.1,3049528,3058546,+
54,NZ_CP008853.1,3062492,3071511,+
54,NZ_CP009476.1,4926881,4917863,-
54,NZ_CP012722.1,3063288,3072306,+
54,NC_005945.1,3063290,3072308,+
54,NZ_CP047104.1,821366,830384,+
54,NZ_CP001970.1,3063237,3072255,+
50,NZ_CP009697.1,985555,994834,+
50,NZ_CP009328.1,1785965,1795245,+
50,NZ_CP009315.1,4797817,4807097,+
50,NZ_AP019731.1,1888774,1898053,+
50,NZ_AP014833.1,2476441,2467161,-
50,NZ_CP047098.1,4626639,4617359,-
50,NZ_CP009325.1,2219270,2209990,-
50,NZ_CP019588.1,2993351,3002631,+
50,NZ_CP009544.1,1881945,1872665,-
50,NZ_CP012730.1,2993345,3002625,+
50,NZ_CP012724.1,2993344,3002624,+
50,NZ_CP009331.1,3683797,3674517,-
50,NZ_CP009598.1,1871107,1861827,-
50,NC_012659.1,2992683,3001963,+
50,NZ_CP047107.1,3994453,3985173,-
50,NZ_CP018903.1,2992840,3002119,+
50,NZ_CP012727.1,2993343,3002623,+
50,NZ_CP047131.1,2979292,2988571,+
50,NZ_CP014179.1,2992783,3002063,+
50,NZ_CP009981.1,1498822,1489542,-
50,NZ_CP023001.1,758391,767671,+
50,NZ_CP012721.1,2993344,3002624,+
50,NZ_CP010852.1,3247534,3256814,+
50,NZ_CP031642.1,3108117,3117336,+
50,NC_012581.1,1245979,1236699,-
50,NZ_CP029805.1,2992993,3002273,+
50,NZ_CP010322.1,709783,719063,+
50,NZ_CP031643.1,3074295,3083527,+
50,NZ_CP047111.1,5107705,5098425,-
50,NZ_CP007618.1,1028925,1019645,-
50,NZ_CP001970.2,2993562,3002842,+
50,NZ_CP006742.1,2978231,2987510,+
50,NZ_CP009902.1,4099274,4089994,-
50,NZ_CP001974.2,2993516,3002796,+
50,NZ_CP022044.1,564828,574108,+
50,NZ_CP008854.1,2992163,3001439,+
50,NZ_CP009464.1,3332599,3323319,-
50,NZ_CP047097.1,2142863,2152143,+
50,NZ_CP007666.1,1865902,1875182,+
50,NZ_CP008846.1,2979688,2988967,+
50,NZ_CP009341.1,292250,301530,+
50,NZ_CP012728.1,2993330,3002610,+
50,NZ_CP015779.1,2992656,3001936,+
50,NZ_AP018443.1,2983580,2992860,+
50,NZ_CP012725.1,2993344,3002624,+
50,NZ_CP012729.1,2993340,3002620,+
50,NC_007530.2,2992783,3002063,+
50,NZ_CP047099.1,3370285,3379565,+
50,NZ_CP009700.1,4595553,4586274,-
50,NZ_CP001974.1,2992782,3002062,+
50,NC_017729.1,2983250,2992529,+
50,NZ_CP012720.1,2993344,3002624,+
50,NZ_CP012726.1,2993311,3002591,+
50,NC_003997.3,2992655,3001935,+
50,NZ_CP009541.1,4860461,4851181,-
50,NZ_CP012723.1,2993344,3002624,+
50,NZ_CP029323.1,2979584,2988863,+
50,NZ_CP008853.1,2992550,3001830,+
50,NZ_CP009476.1,4996827,4987547,-
50,NZ_CP012722.1,2993344,3002624,+
50,NC_005945.1,2993346,3002626,+
50,NZ_CP047104.1,751425,760705,+
50,NZ_CP001970.1,2993296,3002576,+
49,NZ_CP009697.1,970728,985483,+
49,NZ_CP009328.1,1771145,1785893,+
49,NZ_CP009315.1,4782997,4797745,+
49,NZ_AP019731.1,1873947,1888702,+
49,NZ_AP014833.1,2491268,2476513,-
49,NZ_CP047098.1,4641466,4626711,-
49,NZ_CP009325.1,2234090,2219342,-
49,NZ_CP019588.1,2978524,2993279,+
49,NZ_CP009544.1,1896758,1882017,-
49,NZ_CP012730.1,2978518,2993273,+
49,NZ_CP012724.1,2978517,2993272,+
49,NZ_CP009331.1,3698617,3683869,-
49,NZ_CP009598.1,1885920,1871179,-
49,NC_012659.1,2977856,2992611,+
49,NZ_CP047107.1,4009280,3994525,-
49,NZ_CP018903.1,2978013,2992768,+
49,NZ_CP012727.1,2978516,2993271,+
49,NZ_CP047131.1,2964458,2979220,+
49,NZ_CP014179.1,2977956,2992711,+
49,NZ_CP009981.1,1513649,1498894,-
49,NZ_CP023001.1,743564,758319,+
49,NZ_CP012721.1,2978517,2993272,+
49,NZ_CP010852.1,3232714,3247462,+
49,NZ_CP031642.1,3089824,3103758,+
49,NC_012581.1,1260799,1246051,-
49,NZ_CP029805.1,2978166,2992921,+
49,NZ_CP010322.1,694963,709711,+
49,NZ_CP031643.1,3056207,3069996,+
49,NZ_CP047111.1,5122532,5107777,-
49,NZ_CP007618.1,1043747,1028997,-
49,NZ_CP001970.2,2978735,2993490,+
49,NZ_CP006742.1,2963404,2978159,+
49,NZ_CP009902.1,4114096,4099346,-
49,NZ_CP001974.2,2978710,2993444,+
49,NZ_CP022044.1,550001,564756,+
49,NZ_CP008854.1,2977330,2992091,+
49,NZ_CP009464.1,3347419,3332671,-
49,NZ_CP047097.1,2128036,2142791,+
49,NZ_CP007666.1,1851082,1865830,+
49,NZ_CP008846.1,2964861,2979616,+
49,NZ_CP009341.1,277501,292178,+
49,NZ_CP012728.1,2978503,2993258,+
49,NZ_CP015779.1,2977829,2992584,+
49,NZ_AP018443.1,2968760,2983508,+
49,NZ_CP012725.1,2978517,2993272,+
49,NZ_CP012729.1,2978513,2993268,+
49,NC_007530.2,2977956,2992711,+
49,NZ_CP047099.1,3355458,3370213,+
49,NZ_CP009700.1,4610379,4595625,-
49,NZ_CP001974.1,2977975,2992710,+
49,NC_017729.1,2968437,2983178,+
49,NZ_CP012720.1,2978517,2993272,+
49,NZ_CP012726.1,2978484,2993239,+
49,NC_003997.3,2977828,2992583,+
49,NZ_CP009541.1,4875288,4860533,-
49,NZ_CP012723.1,2978517,2993272,+
49,NZ_CP029323.1,2964757,2979512,+
49,NZ_CP008853.1,2977731,2992478,+
49,NZ_CP009476.1,5011647,4996899,-
49,NZ_CP012722.1,2978517,2993272,+
49,NC_005945.1,2978519,2993274,+
49,NZ_CP047104.1,736598,751353,+
49,NZ_CP001970.1,2978490,2993224,+
48,NZ_CP009697.1,952969,965596,+
48,NZ_CP009328.1,1753385,1766013,+
48,NZ_CP009315.1,4765237,4777865,+
48,NZ_AP019731.1,1856190,1868815,+
48,NZ_AP014833.1,2509028,2496400,-
48,NZ_CP047098.1,4659226,4646598,-
48,NZ_CP009325.1,2251850,2239222,-
48,NZ_CP019588.1,2960765,2973392,+
48,NZ_CP009544.1,1914518,1901890,-
48,NZ_CP012730.1,2960759,2973386,+
48,NZ_CP012724.1,2960758,2973385,+
48,NZ_CP009331.1,3716376,3703749,-
48,NZ_CP009598.1,1903680,1891052,-
48,NC_012659.1,2960096,2972724,+
48,NZ_CP047107.1,4027040,4014412,-
48,NZ_CP018903.1,2960254,2972881,+
48,NZ_CP012727.1,2960757,2973384,+
48,NZ_CP047131.1,2946699,2959326,+
48,NZ_CP014179.1,2960196,2972824,+
48,NZ_CP009981.1,1531409,1518781,-
48,NZ_CP023001.1,725804,738432,+
48,NZ_CP012721.1,2960758,2973385,+
48,NZ_CP010852.1,3214954,3227582,+
48,NZ_CP031642.1,3072138,3084686,+
48,NC_012581.1,1278559,1265931,-
48,NZ_CP029805.1,2960406,2973034,+
48,NZ_CP010322.1,677203,689831,+
48,NZ_CP031643.1,3039536,3052670,+
48,NZ_CP047111.1,5140292,5127664,-
48,NZ_CP007618.1,1061506,1048879,-
48,NZ_CP001970.2,2960975,2973603,+
48,NZ_CP006742.1,2945645,2958272,+
48,NZ_CP009902.1,4131856,4119228,-
48,NZ_CP001974.2,2960950,2973578,+
48,NZ_CP022044.1,532242,544869,+
48,NZ_CP008854.1,2959574,2972197,+
48,NZ_CP009464.1,3365179,3352551,-
48,NZ_CP047097.1,2110276,2122904,+
48,NZ_CP007666.1,1833322,1845950,+
48,NZ_CP008846.1,2947102,2959729,+
48,NZ_CP009341.1,264801,277429,+
48,NZ_CP012728.1,2960744,2973371,+
48,NZ_CP015779.1,2960069,2972697,+
48,NZ_AP018443.1,2951001,2963628,+
48,NZ_CP012725.1,2960758,2973385,+
48,NZ_CP012729.1,2960754,2973381,+
48,NC_007530.2,2960196,2972824,+
48,NZ_CP047099.1,3337698,3350326,+
48,NZ_CP009700.1,4628138,4615511,-
48,NZ_CP001974.1,2960215,2972843,+
48,NC_017729.1,2950678,2963305,+
48,NZ_CP012720.1,2960758,2973385,+
48,NZ_CP012726.1,2960725,2973352,+
48,NC_003997.3,2960068,2972696,+
48,NZ_CP009541.1,4893047,4880420,-
48,NZ_CP012723.1,2960758,2973385,+
48,NZ_CP029323.1,2946998,2959625,+
48,NZ_CP008853.1,2959972,2972598,+
48,NZ_CP009476.1,5029407,5016779,-
48,NZ_CP012722.1,2960758,2973385,+
48,NC_005945.1,2960760,2973387,+
48,NZ_CP047104.1,718838,731466,+
48,NZ_CP001970.1,2960729,2973357,+
47,NZ_CP009697.1,936123,948906,+
47,NZ_CP009328.1,1736532,1749323,+
47,NZ_CP009315.1,4748384,4761175,+
47,NZ_AP019731.1,1839337,1852128,+
47,NZ_AP014833.1,2525880,2513090,-
47,NZ_CP047098.1,4676078,4663288,-
47,NZ_CP009325.1,2268702,2255912,-
47,NZ_CP019588.1,2943912,2956703,+
47,NZ_CP009544.1,1931370,1918580,-
47,NZ_CP012730.1,2943906,2956697,+
47,NZ_CP012724.1,2943905,2956696,+
47,NZ_CP009331.1,3733228,3720438,-
47,NZ_CP009598.1,1920532,1907742,-
47,NC_012659.1,2943243,2956034,+
47,NZ_CP047107.1,4043892,4031102,-
47,NZ_CP018903.1,2943408,2956191,+
47,NZ_CP012727.1,2943904,2956695,+
47,NZ_CP047131.1,2929853,2942636,+
47,NZ_CP014179.1,2943343,2956134,+
47,NZ_CP009981.1,1548261,1535471,-
47,NZ_CP023001.1,708951,721742,+
47,NZ_CP012721.1,2943905,2956696,+
47,NZ_CP010852.1,3198102,3210892,+
47,NZ_CP031642.1,3057734,3071392,+
47,NC_012581.1,1295411,1282621,-
47,NZ_CP029805.1,2943554,2956345,+
47,NZ_CP010322.1,660349,673141,+
47,NZ_CP031643.1,3022435,3035473,+
47,NZ_CP047111.1,5157144,5144354,-
47,NZ_CP007618.1,1078360,1065569,-
47,NZ_CP001970.2,2944122,2956913,+
47,NZ_CP006742.1,2928791,2941582,+
47,NZ_CP009902.1,4148710,4135919,-
47,NZ_CP001974.2,2944097,2956888,+
47,NZ_CP022044.1,515389,528180,+
47,NZ_CP008854.1,2942725,2955514,+
47,NZ_CP009464.1,3382031,3369241,-
47,NZ_CP047097.1,2093423,2106214,+
47,NZ_CP007666.1,1816469,1829260,+
47,NZ_CP008846.1,2930248,2943039,+
47,NZ_CP009341.1,247948,260739,+
47,NZ_CP012728.1,2943891,2956682,+
47,NZ_CP015779.1,2943216,2956007,+
47,NZ_AP018443.1,2934148,2946939,+
47,NZ_CP012725.1,2943905,2956696,+
47,NZ_CP012729.1,2943901,2956692,+
47,NC_007530.2,2943343,2956134,+
47,NZ_CP047099.1,3320845,3333636,+
47,NZ_CP009700.1,4644991,4632201,-
47,NZ_CP001974.1,2943362,2956153,+
47,NC_017729.1,2933825,2946616,+
47,NZ_CP012720.1,2943905,2956696,+
47,NZ_CP012726.1,2943872,2956663,+
47,NC_003997.3,2943215,2956006,+
47,NZ_CP009541.1,4909899,4897109,-
47,NZ_CP012723.1,2943905,2956696,+
47,NZ_CP029323.1,2930152,2942935,+
47,NZ_CP008853.1,2943121,2955910,+
47,NZ_CP009476.1,5046259,5033469,-
47,NZ_CP012722.1,2943905,2956696,+
47,NC_005945.1,2943907,2956698,+
47,NZ_CP047104.1,701985,714776,+
47,NZ_CP001970.1,2943876,2956667,+
46,NZ_CP009697.1,916634,925772,+
46,NZ_CP009328.1,1717043,1726181,+
46,NZ_CP009315.1,4728895,4738033,+
46,NZ_AP019731.1,1819849,1828987,+
46,NZ_AP014833.1,2545370,2536232,-
46,NZ_CP047098.1,4695568,4686430,-
46,NZ_CP009325.1,2288192,2279054,-
46,NZ_CP019588.1,2924423,2933561,+
46,NZ_CP009544.1,1950860,1941722,-
46,NZ_CP012730.1,2924417,2933555,+
46,NZ_CP012724.1,2924416,2933554,+
46,NZ_CP009331.1,3752718,3743580,-
46,NZ_CP009598.1,1940022,1930884,-
46,NC_012659.1,2923754,2932892,+
46,NZ_CP047107.1,4063382,4054244,-
46,NZ_CP018903.1,2923919,2933057,+
46,NZ_CP012727.1,2924415,2933553,+
46,NZ_CP047131.1,2910364,2919502,+
46,NZ_CP014179.1,2923854,2932992,+
46,NZ_CP009981.1,1567751,1558613,-
46,NZ_CP023001.1,689462,698600,+
46,NZ_CP012721.1,2924416,2933554,+
46,NZ_CP010852.1,3178613,3187751,+
46,NZ_CP031642.1,3037046,3046184,+
46,NC_012581.1,1314901,1305763,-
46,NZ_CP029805.1,2924080,2933218,+
46,NZ_CP010322.1,640860,649998,+
46,NZ_CP031643.1,2994508,3003664,+
46,NZ_CP047111.1,5176634,5167496,-
46,NZ_CP007618.1,1097851,1088713,-
46,NZ_CP001970.2,2924633,2933771,+
46,NZ_CP006742.1,2909302,2918440,+
46,NZ_CP009902.1,4168201,4159063,-
46,NZ_CP001974.2,2924608,2933746,+
46,NZ_CP022044.1,495900,505038,+
46,NZ_CP008854.1,2923235,2932374,+
46,NZ_CP009464.1,3401521,3392383,-
46,NZ_CP047097.1,2073934,2083072,+
46,NZ_CP007666.1,1796980,1806118,+
46,NZ_CP008846.1,2910760,2919897,+
46,NZ_CP009341.1,228459,237597,+
46,NZ_CP012728.1,2924402,2933540,+
46,NZ_CP015779.1,2923727,2932865,+
46,NZ_AP018443.1,2914660,2923797,+
46,NZ_CP012725.1,2924416,2933554,+
46,NZ_CP012729.1,2924412,2933550,+
46,NC_007530.2,2923854,2932992,+
46,NZ_CP047099.1,3301356,3310494,+
46,NZ_CP009700.1,4664481,4655343,-
46,NZ_CP001974.1,2923874,2933011,+
46,NC_017729.1,2914338,2923474,+
46,NZ_CP012720.1,2924416,2933554,+
46,NZ_CP012726.1,2924383,2933521,+
46,NC_003997.3,2923726,2932864,+
46,NZ_CP009541.1,4929389,4920251,-
46,NZ_CP012723.1,2924416,2933554,+
46,NZ_CP029323.1,2910663,2919801,+
46,NZ_CP008853.1,2923633,2932771,+
46,NZ_CP009476.1,5065749,5056611,-
46,NZ_CP012722.1,2924416,2933554,+
46,NC_005945.1,2924418,2933556,+
46,NZ_CP047104.1,682496,691634,+
46,NZ_CP001970.1,2924387,2933525,+
44,NZ_CP009697.1,886306,903059,+
44,NZ_CP009328.1,1686725,1703473,+
44,NZ_CP009315.1,4698577,4715325,+
44,NZ_AP019731.1,1789527,1806274,+
44,NZ_AP014833.1,2575689,2558940,-
44,NZ_CP047098.1,4725887,4709138,-
44,NZ_CP009325.1,2318510,2301762,-
44,NZ_CP019588.1,2894104,2910853,+
44,NZ_CP009544.1,1981178,1964430,-
44,NZ_CP012730.1,2894098,2910847,+
44,NZ_CP012724.1,2894097,2910846,+
44,NZ_CP009331.1,3783036,3766288,-
44,NZ_CP009598.1,1970340,1953592,-
44,NC_012659.1,2893435,2910184,+
44,NZ_CP047107.1,4093701,4076952,-
44,NZ_CP018903.1,2893590,2910344,+
44,NZ_CP012727.1,2894096,2910845,+
44,NZ_CP047131.1,2880035,2896789,+
44,NZ_CP014179.1,2893535,2910284,+
44,NZ_CP009981.1,1598070,1581321,-
44,NZ_CP023001.1,659143,675892,+
44,NZ_CP012721.1,2894097,2910846,+
44,NZ_CP010852.1,3148295,3165043,+
44,NZ_CP031642.1,2997799,3014735,+
44,NC_012581.1,1345219,1328471,-
44,NZ_CP029805.1,2893763,2910510,+
44,NZ_CP010322.1,610543,627290,+
44,NZ_CP031643.1,2961494,2978268,+
44,NZ_CP047111.1,5206953,5190204,-
44,NZ_CP007618.1,1128350,1111426,-
44,NZ_CP001970.2,2894314,2911063,+
44,NZ_CP006742.1,2878978,2895726,+
44,NZ_CP009902.1,4198700,4181776,-
44,NZ_CP001974.2,2894289,2911038,+
44,NZ_CP022044.1,465581,482330,+
44,NZ_CP008854.1,2892916,2909663,+
44,NZ_CP009464.1,3431839,3415091,-
44,NZ_CP047097.1,2043615,2060364,+
44,NZ_CP007666.1,1766663,1783411,+
44,NZ_CP008846.1,2880436,2897185,+
44,NZ_CP009341.1,198141,214889,+
44,NZ_CP012728.1,2894083,2910832,+
44,NZ_CP015779.1,2893408,2910157,+
44,NZ_AP018443.1,2884343,2901091,+
44,NZ_CP012725.1,2894097,2910846,+
44,NZ_CP012729.1,2894093,2910842,+
44,NC_007530.2,2893535,2910284,+
44,NZ_CP047099.1,3271037,3287786,+
44,NZ_CP009700.1,4694805,4678057,-
44,NZ_CP001974.1,2893555,2910304,+
44,NC_017729.1,2884020,2900768,+
44,NZ_CP012720.1,2894097,2910846,+
44,NZ_CP012726.1,2894064,2910813,+
44,NC_003997.3,2893407,2910156,+
44,NZ_CP009541.1,4959708,4942959,-
44,NZ_CP012723.1,2894097,2910846,+
44,NZ_CP029323.1,2880334,2897088,+
44,NZ_CP008853.1,2893314,2910062,+
44,NZ_CP009476.1,5096066,5079319,-
